fecha,pala,horas_Operativo,horas_Demora,horas_Malogrado,horas_totales,disponibilidad_%,produccion_total,perdida_total,perdida_Demora,perdida_Malogrado
2025-07-10,SH001,17.78,1.68,4.53,24.0,74.1,104992.8,36703.2,9938.4,26764.8
2025-07-10,SH002,23.33,0.67,0.0,24.0,97.22,137760.0,3936.0,3936.0,0.0
2025-07-10,SH003,20.42,1.63,1.95,24.0,85.07,120540.0,21156.0,9643.2,11512.8
2025-07-10,SH004,20.67,3.33,0.0,24.0,86.11,122016.0,19680.0,19680.0,0.0
2025-07-10,SH005,22.43,0.7,0.87,24.0,93.47,132446.4,9249.6,4132.8,5116.8
2025-07-10,SH006,19.97,1.35,2.68,24.0,83.19,117883.2,23812.8,7970.4,15842.4
2025-07-10,SH007,22.77,1.23,0.0,24.0,94.86,134414.4,7281.6,7281.6,0.0
2025-07-10,SH008,21.4,1.8,0.8,24.0,89.17,126345.6,15350.4,10627.2,4723.2
2025-07-10,SH009,21.03,2.97,0.0,24.0,87.64,124180.8,17515.2,17515.2,0.0
2025-07-10,SH010,18.37,4.43,1.2,24.0,76.53,108436.8,33259.2,26174.4,7084.8
2025-07-10,SH011,21.18,2.82,0.0,24.0,88.26,110153.33,14646.66,14646.66,0.0
2025-07-10,SH012,21.52,1.47,1.02,24.0,89.65,111886.66,12913.33,7626.66,5286.67
2025-07-10,SH013,21.87,1.07,1.07,24.0,91.11,113706.65,11093.33,5546.67,5546.66
2025-07-10,SH014,17.88,2.32,3.8,24.0,74.51,92993.35,31806.67,12046.67,19760.0
2025-07-10,SH015,19.88,4.12,0.0,24.0,82.85,103393.32,21406.65,21406.65,0.0
2025-07-11,SH001,21.45,1.77,0.78,24.0,89.38,126640.8,15055.2,10430.4,4624.8
2025-07-11,SH002,20.78,0.77,2.45,24.0,86.6,122704.8,18991.2,4526.4,14464.8
2025-07-11,SH003,15.83,3.15,5.02,24.0,65.97,93480.0,48216.0,18597.6,29618.4
2025-07-11,SH004,20.18,1.67,2.15,24.0,84.1,119162.4,22533.6,9840.0,12693.6
2025-07-11,SH005,22.27,1.73,0.0,24.0,92.78,131462.4,10233.6,10233.6,0.0
2025-07-11,SH006,22.33,1.37,0.3,24.0,93.06,131856.0,9840.0,8068.8,1771.2
2025-07-11,SH007,21.87,0.5,1.63,24.0,91.11,129100.8,12595.2,2952.0,9643.2
2025-07-11,SH008,20.63,2.67,0.7,24.0,85.97,121819.2,19876.8,15744.0,4132.8
2025-07-11,SH009,20.57,3.43,0.0,24.0,85.69,121425.6,20270.4,20270.4,0.0
2025-07-11,SH010,20.53,1.75,1.72,24.0,85.56,121228.8,20467.2,10332.0,10135.2
2025-07-11,SH011,19.4,1.27,3.33,24.0,80.83,100880.01,23920.0,6586.66,17333.34
2025-07-11,SH012,21.97,0.0,2.03,24.0,91.53,114226.67,10573.33,0.0,10573.33
2025-07-11,SH013,22.58,1.42,0.0,24.0,94.1,117433.34,7366.67,7366.67,0.0
2025-07-11,SH014,21.65,0.0,2.35,24.0,90.21,112580.0,12220.0,0.0,12220.0
2025-07-11,SH015,21.67,1.82,0.52,24.0,90.28,112666.66,12133.33,9446.66,2686.67
2025-07-12,SH001,21.35,1.27,1.38,24.0,88.96,126050.4,15645.6,7478.4,8167.2
2025-07-12,SH002,18.48,2.42,3.1,24.0,77.01,109125.6,32570.4,14268.0,18302.4
2025-07-12,SH003,19.53,1.47,3.0,24.0,81.39,115324.8,26371.2,8659.2,17712.0
2025-07-12,SH004,18.28,5.27,0.45,24.0,76.18,107944.8,33751.2,31094.4,2656.8
2025-07-12,SH005,21.7,2.3,0.0,24.0,90.42,128116.8,13579.2,13579.2,0.0
2025-07-12,SH006,22.65,1.02,0.33,24.0,94.37,133725.6,7970.4,6002.4,1968.0
2025-07-12,SH007,17.35,2.78,3.87,24.0,72.29,102434.4,39261.6,16432.8,22828.8
2025-07-12,SH008,21.95,1.88,0.17,24.0,91.46,129592.8,12103.2,11119.2,984.0
2025-07-12,SH009,22.42,0.27,1.32,24.0,93.4,132348.0,9348.0,1574.4,7773.6
2025-07-12,SH010,22.52,1.48,0.0,24.0,93.82,132938.4,8757.6,8757.6,0.0
2025-07-12,SH011,21.03,0.28,2.68,24.0,87.64,109373.33,15426.67,1473.33,13953.34
2025-07-12,SH012,17.37,1.32,5.32,24.0,72.36,90306.67,34493.32,6846.66,27646.66
2025-07-12,SH013,20.98,3.02,0.0,24.0,87.43,109113.32,15686.67,15686.67,0.0
2025-07-12,SH014,20.33,2.98,0.68,24.0,84.72,105733.32,19066.68,15513.34,3553.34
2025-07-12,SH015,22.07,0.98,0.95,24.0,91.94,114746.65,10053.34,5113.34,4940.0
2025-07-13,SH001,15.62,1.17,7.22,24.0,65.07,92200.8,49495.2,6888.0,42607.2
2025-07-13,SH002,17.55,5.13,1.32,24.0,73.13,103615.2,38080.8,30307.2,7773.6
2025-07-13,SH003,18.07,4.65,1.28,24.0,75.28,106665.6,35030.4,27453.6,7576.8
2025-07-13,SH004,20.3,1.38,2.32,24.0,84.58,119851.2,21844.8,8167.2,13677.6
2025-07-13,SH005,22.32,1.18,0.5,24.0,92.99,131757.6,9938.4,6986.4,2952.0
2025-07-13,SH006,22.1,1.6,0.3,24.0,92.08,130478.4,11217.6,9446.4,1771.2
2025-07-13,SH007,21.28,0.93,1.78,24.0,88.68,125656.8,16039.2,5510.4,10528.8
2025-07-13,SH008,15.65,5.27,3.08,24.0,65.21,92397.6,49298.4,31094.4,18204.0
2025-07-13,SH009,20.9,3.1,0.0,24.0,87.08,123393.6,18302.4,18302.4,0.0
2025-07-13,SH010,16.07,1.65,6.28,24.0,66.94,94857.6,46838.4,9741.6,37096.8
2025-07-13,SH011,23.05,0.77,0.18,24.0,96.04,119860.01,4940.0,3986.67,953.33
2025-07-13,SH012,21.83,1.27,0.9,24.0,90.97,113533.33,11266.67,6586.67,4680.0
2025-07-13,SH013,20.22,1.45,2.33,24.0,84.24,105126.66,19673.33,7540.0,12133.33
2025-07-13,SH014,18.65,3.47,1.88,24.0,77.71,96980.0,27820.01,18026.67,9793.34
2025-07-13,SH015,19.55,1.58,2.87,24.0,81.46,101659.99,23139.99,8233.33,14906.66
2025-07-14,SH001,18.07,1.43,4.5,24.0,75.28,106665.6,35030.4,8462.4,26568.0
2025-07-14,SH002,19.22,1.43,3.35,24.0,80.07,113455.2,28240.8,8462.4,19778.4
2025-07-14,SH003,21.75,2.25,0.0,24.0,90.62,128412.0,13284.0,13284.0,0.0
2025-07-14,SH004,22.43,0.38,1.18,24.0,93.47,132446.4,9249.6,2263.2,6986.4
2025-07-14,SH005,21.9,1.77,0.33,24.0,91.25,129297.6,12398.4,10430.4,1968.0
2025-07-14,SH006,16.03,3.07,4.9,24.0,66.81,94660.8,47035.2,18105.6,28929.6
2025-07-14,SH007,22.23,1.77,0.0,24.0,92.64,131265.6,10430.4,10430.4,0.0
2025-07-14,SH008,21.12,1.55,1.33,24.0,87.99,124672.8,17023.2,9151.2,7872.0
2025-07-14,SH009,20.95,1.53,1.52,24.0,87.29,123688.8,18007.2,9052.8,8954.4
2025-07-14,SH010,21.17,2.43,0.4,24.0,88.19,124968.0,16728.0,14366.4,2361.6
2025-07-14,SH011,17.72,2.53,3.75,24.0,73.82,92126.67,32673.33,13173.33,19500.0
2025-07-14,SH012,22.15,1.85,0.0,24.0,92.29,115179.99,9620.0,9620.0,0.0
2025-07-14,SH013,22.43,1.1,0.47,24.0,93.47,116653.36,8146.66,5720.0,2426.66
2025-07-14,SH014,17.8,4.65,1.55,24.0,74.17,92560.0,32239.99,24179.99,8060.0
2025-07-14,SH015,22.12,1.27,0.62,24.0,92.15,115006.66,9793.32,6586.66,3206.66
2025-07-15,SH001,19.75,4.08,0.17,24.0,82.29,116604.0,25092.0,24108.0,984.0
2025-07-15,SH002,20.78,2.0,1.22,24.0,86.6,122704.8,18991.2,11808.0,7183.2
2025-07-15,SH003,21.08,2.25,0.67,24.0,87.85,124476.0,17220.0,13284.0,3936.0
2025-07-15,SH004,22.3,1.02,0.68,24.0,92.92,131659.2,10036.8,6002.4,4034.4
2025-07-15,SH005,23.65,0.35,0.0,24.0,98.54,139629.6,2066.4,2066.4,0.0
2025-07-15,SH006,20.43,1.53,2.03,24.0,85.14,120638.4,21057.6,9052.8,12004.8
2025-07-15,SH007,22.87,1.13,0.0,24.0,95.28,135004.8,6691.2,6691.2,0.0
2025-07-15,SH008,14.03,5.38,4.58,24.0,58.47,82852.8,58843.2,31783.2,27060.0
2025-07-15,SH009,16.82,1.67,5.52,24.0,70.07,99285.6,42410.4,9840.0,32570.4
2025-07-15,SH010,20.18,3.38,0.43,24.0,84.1,119162.4,22533.6,19975.2,2558.4
2025-07-15,SH011,21.68,1.98,0.33,24.0,90.35,112753.33,12046.67,10313.33,1733.34
2025-07-15,SH012,22.93,1.07,0.0,24.0,95.56,119253.34,5546.66,5546.66,0.0
2025-07-15,SH013,21.1,1.48,1.42,24.0,87.92,109720.01,15080.0,7713.33,7366.67
2025-07-15,SH014,22.02,0.83,1.15,24.0,91.74,114486.69,10313.33,4333.33,5980.0
2025-07-15,SH015,22.02,0.77,1.22,24.0,91.74,114486.66,10313.33,3986.66,6326.67
2025-07-16,SH001,21.73,0.17,2.1,24.0,90.56,128313.6,13382.4,984.0,12398.4
2025-07-16,SH002,21.27,0.63,2.1,24.0,88.61,125558.4,16137.6,3739.2,12398.4
2025-07-16,SH003,21.63,2.37,0.0,24.0,90.14,127723.2,13972.8,13972.8,0.0
2025-07-16,SH004,22.05,1.77,0.18,24.0,91.88,130183.2,11512.8,10430.4,1082.4
2025-07-16,SH005,20.42,0.0,3.58,24.0,85.07,120540.0,21156.0,0.0,21156.0
2025-07-16,SH006,21.75,1.27,0.98,24.0,90.63,128412.0,13284.0,7478.4,5805.6
2025-07-16,SH007,22.68,1.15,0.17,24.0,94.51,133922.4,7773.6,6789.6,984.0
2025-07-16,SH008,20.67,3.33,0.0,24.0,86.11,122016.0,19680.0,19680.0,0.0
2025-07-16,SH009,21.27,1.75,0.98,24.0,88.61,125558.4,16137.6,10332.0,5805.6
2025-07-16,SH010,21.8,1.85,0.35,24.0,90.83,128707.2,12988.8,10922.4,2066.4
2025-07-16,SH011,21.33,2.67,0.0,24.0,88.89,110933.34,13866.66,13866.66,0.0
2025-07-16,SH012,21.02,2.98,0.0,24.0,87.57,109286.68,15513.32,15513.32,0.0
2025-07-16,SH013,17.73,4.22,2.05,24.0,73.89,92213.33,32586.68,21926.67,10660.01
2025-07-16,SH014,17.92,4.7,1.38,24.0,74.65,93166.68,31633.34,24440.0,7193.34
2025-07-16,SH015,18.53,2.82,2.65,24.0,77.22,96373.33,28426.66,14646.66,13780.0
2025-07-17,SH001,23.33,0.67,0.0,24.0,97.22,137760.0,3936.0,3936.0,0.0
2025-07-17,SH002,18.18,3.38,2.43,24.0,75.76,107354.4,34341.6,19975.2,14366.4
2025-07-17,SH003,20.5,2.45,1.05,24.0,85.42,121032.0,20664.0,14464.8,6199.2
2025-07-17,SH004,22.92,0.32,0.77,24.0,95.49,135300.0,6396.0,1869.6,4526.4
2025-07-17,SH005,21.03,1.5,1.47,24.0,87.64,124180.8,17515.2,8856.0,8659.2
2025-07-17,SH006,20.45,1.87,1.68,24.0,85.21,120736.8,20959.2,11020.8,9938.4
2025-07-17,SH007,21.98,1.03,0.98,24.0,91.6,129789.6,11906.4,6100.8,5805.6
2025-07-17,SH008,22.42,0.08,1.5,24.0,93.4,132348.0,9348.0,492.0,8856.0
2025-07-17,SH009,18.85,3.62,1.53,24.0,78.54,111290.4,30405.6,21352.8,9052.8
2025-07-17,SH010,19.28,3.48,1.23,24.0,80.35,113848.8,27847.2,20565.6,7281.6
2025-07-17,SH011,22.27,1.73,0.0,24.0,92.78,115786.67,9013.34,9013.34,0.0
2025-07-17,SH012,21.1,2.73,0.17,24.0,87.92,109720.0,15079.99,14213.32,866.67
2025-07-17,SH013,16.03,2.02,5.95,24.0,66.81,83373.32,41426.68,10486.67,30940.01
2025-07-17,SH014,20.07,0.65,3.28,24.0,83.61,104346.66,20453.33,3380.0,17073.33
2025-07-17,SH015,19.07,3.65,1.28,24.0,79.44,99146.66,25653.33,18980.0,6673.33
2025-07-18,SH001,19.37,2.78,1.85,24.0,80.69,114340.8,27355.2,16432.8,10922.4
2025-07-18,SH002,22.4,1.6,0.0,24.0,93.33,132249.6,9446.4,9446.4,0.0
2025-07-18,SH003,21.57,1.27,1.17,24.0,89.86,127329.6,14366.4,7478.4,6888.0
2025-07-18,SH004,19.68,2.8,1.52,24.0,82.01,116210.4,25485.6,16531.2,8954.4
2025-07-18,SH005,21.05,2.95,0.0,24.0,87.71,124279.2,17416.8,17416.8,0.0
2025-07-18,SH006,13.62,4.32,6.07,24.0,56.74,80392.8,61303.2,25485.6,35817.6
2025-07-18,SH007,19.82,1.47,2.72,24.0,82.57,116997.6,24698.4,8659.2,16039.2
2025-07-18,SH008,22.67,0.87,0.47,24.0,94.44,133824.0,7872.0,5116.8,2755.2
2025-07-18,SH009,22.28,1.72,0.0,24.0,92.85,131560.8,10135.2,10135.2,0.0
2025-07-18,SH010,20.7,1.15,2.15,24.0,86.25,122212.8,19483.2,6789.6,12693.6
2025-07-18,SH011,20.23,3.33,0.43,24.0,84.31,105213.33,19586.65,17333.32,2253.33
2025-07-18,SH012,22.15,1.85,0.0,24.0,92.29,115179.99,9619.99,9619.99,0.0
2025-07-18,SH013,20.4,2.23,1.37,24.0,85.0,106079.99,18719.98,11613.32,7106.66
2025-07-18,SH014,13.27,1.47,9.27,24.0,55.28,68986.68,55813.34,7626.67,48186.67
2025-07-18,SH015,19.58,3.72,0.7,24.0,81.6,101833.34,22966.67,19326.67,3640.0
2025-07-19,SH001,21.53,2.17,0.3,24.0,89.72,127132.8,14563.2,12792.0,1771.2
2025-07-19,SH002,22.05,1.28,0.67,24.0,91.87,130183.2,11512.8,7576.8,3936.0
2025-07-19,SH003,16.13,3.58,4.28,24.0,67.22,95251.2,46444.8,21156.0,25288.8
2025-07-19,SH004,20.07,2.5,1.43,24.0,83.61,118473.6,23222.4,14760.0,8462.4
2025-07-19,SH005,21.17,1.3,1.53,24.0,88.19,124968.0,16728.0,7675.2,9052.8
2025-07-19,SH006,22.55,1.28,0.17,24.0,93.96,133135.2,8560.8,7576.8,984.0
2025-07-19,SH007,22.42,1.35,0.23,24.0,93.4,132348.0,9348.0,7970.4,1377.6
2025-07-19,SH008,18.53,3.48,1.98,24.0,77.22,109420.8,32275.2,20565.6,11709.6
2025-07-19,SH009,23.43,0.57,0.0,24.0,97.64,138350.4,3345.6,3345.6,0.0
2025-07-19,SH010,18.55,3.28,2.17,24.0,77.29,109519.2,32176.8,19384.8,12792.0
2025-07-19,SH011,19.9,0.75,3.35,24.0,82.92,103480.0,21320.0,3900.0,17420.0
2025-07-19,SH012,17.47,4.25,2.28,24.0,72.78,90826.66,33973.34,22100.01,11873.33
2025-07-19,SH013,21.52,1.53,0.95,24.0,89.65,111886.65,12913.34,7973.34,4940.0
2025-07-19,SH014,20.28,1.77,1.95,24.0,84.51,105473.34,19326.66,9186.66,10140.0
2025-07-19,SH015,15.83,3.68,4.48,24.0,65.97,82333.33,42466.65,19153.32,23313.33
2025-07-20,SH001,20.87,3.13,0.0,24.0,86.95,123196.8,18499.2,18499.2,0.0
2025-07-20,SH002,14.6,4.65,4.75,24.0,60.83,86198.4,55497.6,27453.6,28044.0
2025-07-20,SH003,17.72,1.08,5.2,24.0,73.82,104599.2,37096.8,6396.0,30700.8
2025-07-20,SH004,15.97,4.7,3.33,24.0,66.53,94267.2,47428.8,27748.8,19680.0
2025-07-20,SH005,21.87,1.97,0.17,24.0,91.11,129100.8,12595.2,11611.2,984.0
2025-07-20,SH006,19.5,0.97,3.53,24.0,81.25,115128.0,26568.0,5707.2,20860.8
2025-07-20,SH007,18.58,4.28,1.13,24.0,77.43,109716.0,31980.0,25288.8,6691.2
2025-07-20,SH008,18.85,4.17,0.98,24.0,78.54,111290.4,30405.6,24600.0,5805.6
2025-07-20,SH009,16.28,0.83,6.88,24.0,67.85,96136.8,45559.2,4920.0,40639.2
2025-07-20,SH010,21.08,2.75,0.17,24.0,87.85,124476.0,17220.0,16236.0,984.0
2025-07-20,SH011,19.48,4.52,0.0,24.0,81.18,101313.32,23486.66,23486.66,0.0
2025-07-20,SH012,16.93,0.85,6.22,24.0,70.56,88053.32,36746.67,4420.0,32326.67
2025-07-20,SH013,19.72,2.65,1.63,24.0,82.15,102526.68,22273.32,13779.99,8493.33
2025-07-20,SH014,17.67,4.58,1.75,24.0,73.61,91866.66,32933.33,23833.33,9100.0
2025-07-20,SH015,22.65,0.0,1.35,24.0,94.38,117780.01,7020.0,0.0,7020.0
2025-07-21,SH001,21.77,0.4,1.83,24.0,90.69,128510.4,13185.6,2361.6,10824.0
2025-07-21,SH002,22.6,1.4,0.0,24.0,94.17,133430.4,8265.6,8265.6,0.0
2025-07-21,SH003,20.03,2.62,1.35,24.0,83.47,118276.8,23419.2,15448.8,7970.4
2025-07-21,SH004,21.12,2.6,0.28,24.0,87.99,124672.8,17023.2,15350.4,1672.8
2025-07-21,SH005,22.2,1.63,0.17,24.0,92.5,131068.8,10627.2,9643.2,984.0
2025-07-21,SH006,21.6,1.93,0.47,24.0,90.0,127526.4,14169.6,11414.4,2755.2
2025-07-21,SH007,16.98,2.5,4.52,24.0,70.76,100269.6,41426.4,14760.0,26666.4
2025-07-21,SH008,19.98,2.82,1.2,24.0,83.26,117981.6,23714.4,16629.6,7084.8
2025-07-21,SH009,19.7,2.07,2.23,24.0,82.08,116308.8,25387.2,12201.6,13185.6
2025-07-21,SH010,20.07,3.77,0.17,24.0,83.61,118473.6,23222.4,22238.4,984.0
2025-07-21,SH011,19.25,3.22,1.53,24.0,80.21,100100.0,24699.99,16726.66,7973.33
2025-07-21,SH012,20.57,0.42,3.02,24.0,85.69,106946.67,17853.33,2166.66,15686.67
2025-07-21,SH013,22.28,1.72,0.0,24.0,92.85,115873.32,8926.67,8926.67,0.0
2025-07-21,SH014,19.63,3.28,1.08,24.0,81.81,102093.33,22706.65,17073.32,5633.33
2025-07-21,SH015,18.97,2.1,2.93,24.0,79.03,98626.68,26173.34,10920.0,15253.34
2025-07-22,SH001,21.98,1.85,0.17,24.0,91.6,129789.6,11906.4,10922.4,984.0
2025-07-22,SH002,20.02,3.73,0.25,24.0,83.4,118178.4,23517.6,22041.6,1476.0
2025-07-22,SH003,22.97,0.88,0.15,24.0,95.69,135595.2,6100.8,5215.2,885.6
2025-07-22,SH004,21.8,0.9,1.3,24.0,90.83,128707.2,12988.8,5313.6,7675.2
2025-07-22,SH005,21.68,2.08,0.23,24.0,90.35,128018.4,13677.6,12300.0,1377.6
2025-07-22,SH006,23.55,0.45,0.0,24.0,98.13,139039.2,2656.8,2656.8,0.0
2025-07-22,SH007,23.22,0.78,0.0,24.0,96.74,137071.2,4624.8,4624.8,0.0
2025-07-22,SH008,19.83,2.87,1.3,24.0,82.64,117096.0,24600.0,16924.8,7675.2
2025-07-22,SH009,21.27,2.07,0.67,24.0,88.61,125558.4,16137.6,12201.6,3936.0
2025-07-22,SH010,20.05,2.5,1.45,24.0,83.54,118375.2,23320.8,14760.0,8560.8
2025-07-22,SH011,22.52,1.48,0.0,24.0,93.82,117086.67,7713.33,7713.33,0.0
2025-07-22,SH012,22.13,1.87,0.0,24.0,92.22,115093.33,9706.66,9706.66,0.0
2025-07-22,SH013,21.38,2.45,0.17,24.0,89.1,111193.35,13606.67,12740.0,866.67
2025-07-22,SH014,20.55,2.52,0.93,24.0,85.63,106860.0,17939.99,13086.66,4853.33
2025-07-22,SH015,19.93,4.07,0.0,24.0,83.06,103653.33,21146.67,21146.67,0.0
2025-07-23,SH001,20.67,1.6,1.73,24.0,86.11,122016.0,19680.0,9446.4,10233.6
2025-07-23,SH002,19.77,2.63,1.6,24.0,82.36,116702.4,24993.6,15547.2,9446.4
2025-07-23,SH003,20.97,1.18,1.85,24.0,87.36,123787.2,17908.8,6986.4,10922.4
2025-07-23,SH004,22.48,1.52,0.0,24.0,93.68,132741.6,8954.4,8954.4,0.0
2025-07-23,SH005,22.18,1.82,0.0,24.0,92.43,130970.4,10725.6,10725.6,0.0
2025-07-23,SH006,17.87,1.68,4.45,24.0,74.44,105484.8,36211.2,9938.4,26272.8
2025-07-23,SH007,17.38,0.85,5.77,24.0,72.43,102631.2,39064.8,5018.4,34046.4
2025-07-23,SH008,20.33,2.92,0.75,24.0,84.72,120048.0,21648.0,17220.0,4428.0
2025-07-23,SH009,22.12,1.18,0.7,24.0,92.15,130576.8,11119.2,6986.4,4132.8
2025-07-23,SH010,20.45,2.98,0.57,24.0,85.21,120736.8,20959.2,17613.6,3345.6
2025-07-23,SH011,21.2,1.73,1.07,24.0,88.33,110239.97,14560.0,9013.33,5546.67
2025-07-23,SH012,20.98,0.75,2.27,24.0,87.43,109113.33,15686.66,3900.0,11786.66
2025-07-23,SH013,19.63,0.47,3.9,24.0,81.81,102093.33,22706.67,2426.67,20280.0
2025-07-23,SH014,20.48,2.13,1.38,24.0,85.35,106513.35,18286.67,11093.33,7193.34
2025-07-23,SH015,18.17,4.72,1.12,24.0,75.69,94466.67,30333.32,24526.65,5806.67
2025-07-24,SH001,22.2,1.8,0.0,24.0,92.5,131068.8,10627.2,10627.2,0.0
2025-07-24,SH002,20.58,1.83,1.58,24.0,85.76,121524.0,20172.0,10824.0,9348.0
2025-07-24,SH003,22.15,1.68,0.17,24.0,92.29,130773.6,10922.4,9938.4,984.0
2025-07-24,SH004,19.97,1.08,2.95,24.0,83.19,117883.2,23812.8,6396.0,17416.8
2025-07-24,SH005,22.6,1.22,0.18,24.0,94.17,133430.4,8265.6,7183.2,1082.4
2025-07-24,SH006,20.47,1.85,1.68,24.0,85.28,120835.2,20860.8,10922.4,9938.4
2025-07-24,SH007,21.17,2.67,0.17,24.0,88.19,124968.0,16728.0,15744.0,984.0
2025-07-24,SH008,21.22,1.83,0.95,24.0,88.4,125263.2,16432.8,10824.0,5608.8
2025-07-24,SH009,16.22,2.87,4.92,24.0,67.57,95743.2,45952.8,16924.8,29028.0
2025-07-24,SH010,22.93,1.07,0.0,24.0,95.56,135398.4,6297.6,6297.6,0.0
2025-07-24,SH011,19.68,1.58,2.73,24.0,82.01,102353.33,22446.66,8233.33,14213.33
2025-07-24,SH012,19.25,2.12,2.63,24.0,80.21,100099.99,24699.99,11006.66,13693.33
2025-07-24,SH013,21.17,0.28,2.55,24.0,88.19,110066.67,14733.33,1473.33,13260.0
2025-07-24,SH014,21.2,2.8,0.0,24.0,88.33,110240.02,14560.0,14560.0,0.0
2025-07-24,SH015,21.78,1.4,0.82,24.0,90.76,113273.33,11526.66,7279.99,4246.67
2025-07-25,SH001,21.73,1.53,0.73,24.0,90.56,128313.6,13382.4,9052.8,4329.6
2025-07-25,SH002,20.67,3.33,0.0,24.0,86.11,122016.0,19680.0,19680.0,0.0
2025-07-25,SH003,19.58,2.53,1.88,24.0,81.6,115620.0,26076.0,14956.8,11119.2
2025-07-25,SH004,14.7,4.73,4.57,24.0,61.25,86788.8,54907.2,27945.6,26961.6
2025-07-25,SH005,22.23,1.3,0.47,24.0,92.64,131265.6,10430.4,7675.2,2755.2
2025-07-25,SH006,23.27,0.55,0.18,24.0,96.94,137366.4,4329.6,3247.2,1082.4
2025-07-25,SH007,19.43,1.48,3.08,24.0,80.97,114734.4,26961.6,8757.6,18204.0
2025-07-25,SH008,18.78,3.53,1.68,24.0,78.26,110896.8,30799.2,20860.8,9938.4
2025-07-25,SH009,20.42,2.02,1.57,24.0,85.07,120540.0,21156.0,11906.4,9249.6
2025-07-25,SH010,21.05,2.95,0.0,24.0,87.71,124279.2,17416.8,17416.8,0.0
2025-07-25,SH011,21.1,2.52,0.38,24.0,87.92,109720.01,15080.0,13086.66,1993.34
2025-07-25,SH012,20.3,1.18,2.52,24.0,84.58,105560.01,19240.0,6153.33,13086.67
2025-07-25,SH013,22.37,1.3,0.33,24.0,93.19,116306.67,8493.33,6759.99,1733.34
2025-07-25,SH014,21.68,1.92,0.4,24.0,90.35,112753.32,12046.66,9966.66,2080.0
2025-07-25,SH015,22.32,1.38,0.3,24.0,92.99,116046.67,8753.33,7193.33,1560.0
2025-07-26,SH001,19.4,3.43,1.17,24.0,80.83,114537.6,27158.4,20270.4,6888.0
2025-07-26,SH002,22.08,0.87,1.05,24.0,92.01,130380.0,11316.0,5116.8,6199.2
2025-07-26,SH003,18.48,2.5,3.02,24.0,77.01,109125.6,32570.4,14760.0,17810.4
2025-07-26,SH004,22.52,1.02,0.47,24.0,93.82,132938.4,8757.6,6002.4,2755.2
2025-07-26,SH005,20.92,3.08,0.0,24.0,87.15,123492.0,18204.0,18204.0,0.0
2025-07-26,SH006,21.38,2.42,0.2,24.0,89.1,126247.2,15448.8,14268.0,1180.8
2025-07-26,SH007,21.55,0.65,1.8,24.0,89.79,127231.2,14464.8,3837.6,10627.2
2025-07-26,SH008,22.12,1.12,0.77,24.0,92.15,130576.8,11119.2,6592.8,4526.4
2025-07-26,SH009,16.45,1.62,5.93,24.0,68.54,97120.8,44575.2,9544.8,35030.4
2025-07-26,SH010,19.78,2.43,1.78,24.0,82.43,116800.8,24895.2,14366.4,10528.8
2025-07-26,SH011,14.58,5.0,4.42,24.0,60.76,75833.33,48966.67,26000.0,22966.67
2025-07-26,SH012,18.77,2.8,2.43,24.0,78.19,97586.65,27213.32,14559.99,12653.33
2025-07-26,SH013,19.17,0.0,4.83,24.0,79.86,99666.67,25133.33,0.0,25133.33
2025-07-26,SH014,11.32,1.03,11.65,24.0,47.15,58846.66,65953.34,5373.33,60580.01
2025-07-26,SH015,18.2,0.8,5.0,24.0,75.83,94640.0,30160.0,4160.0,26000.0
2025-07-27,SH001,16.7,3.98,3.32,24.0,69.58,98596.8,43099.2,23517.6,19581.6
2025-07-27,SH002,22.15,0.82,1.03,24.0,92.29,130773.6,10922.4,4821.6,6100.8
2025-07-27,SH003,19.68,4.32,0.0,24.0,82.01,116210.4,25485.6,25485.6,0.0
2025-07-27,SH004,18.22,1.93,3.85,24.0,75.9,107551.2,34144.8,11414.4,22730.4
2025-07-27,SH005,20.02,2.32,1.67,24.0,83.4,118178.4,23517.6,13677.6,9840.0
2025-07-27,SH006,22.02,1.0,0.98,24.0,91.74,129986.4,11709.6,5904.0,5805.6
2025-07-27,SH007,20.67,3.33,0.0,24.0,86.11,122016.0,19680.0,19680.0,0.0
2025-07-27,SH008,19.12,2.72,2.17,24.0,79.65,112864.8,28831.2,16039.2,12792.0
2025-07-27,SH009,20.12,2.35,1.53,24.0,83.82,118768.8,22927.2,13874.4,9052.8
2025-07-27,SH010,18.88,2.97,2.15,24.0,78.68,111487.2,30208.8,17515.2,12693.6
2025-07-27,SH011,18.1,2.4,3.5,24.0,75.42,94119.99,30680.01,12480.01,18200.0
2025-07-27,SH012,20.47,3.13,0.4,24.0,85.28,106426.66,18373.34,16293.34,2080.0
2025-07-27,SH013,20.23,3.6,0.17,24.0,84.31,105213.33,19586.66,18719.99,866.67
2025-07-27,SH014,21.58,1.78,0.63,24.0,89.93,112233.34,12566.66,9273.33,3293.33
2025-07-27,SH015,19.18,3.9,0.92,24.0,79.93,99753.35,25046.66,20280.0,4766.66
2025-07-28,SH001,20.32,2.47,1.22,24.0,84.65,119949.6,21746.4,14563.2,7183.2
2025-07-28,SH002,21.65,2.35,0.0,24.0,90.21,127821.6,13874.4,13874.4,0.0
2025-07-28,SH003,17.67,1.22,5.12,24.0,73.61,104304.0,37392.0,7183.2,30208.8
2025-07-28,SH004,21.25,2.53,0.22,24.0,88.54,125460.0,16236.0,14956.8,1279.2
